"num_user_for_reviews","log_num_user_for_reviews"
216,2.33445375115093
117,2.06818586174616
348,2.54157924394658
64,1.80617997398389
42,1.6232492903979
301,2.47856649559384
308,2.48855071650044
1,0
1171,3.06855689507236
656,2.81690383937566
133,2.12385164096709
85,1.92941892571429
764,2.88309335857569
345,2.53781909507327
264,2.42160392686983
370,2.56820172406699
64,1.80617997398389
273,2.43616264704076
197,2.29446622616159
155,2.19033169817029
786,2.89542254603941
284,2.45331834004704
856,2.93247376467715
552,2.7419390777292
385,2.5854607295085
1206,3.08134730780413
1401,3.14643813528577
713,2.85308952985187
415,2.61804809671209
253,2.40312052117582
456,2.65896484266443
401,2.60314437262018
308,2.48855071650044
231,2.36361197989214
629,2.79865064544527
311,2.49276038902684
596,2.77524625974024
94,1.9731278535997
57,1.75587485567249
379,2.57863920996807
289,2.46089784275655
288,2.45939248775923
503,2.70156798505593
67,1.82607480270083
323,2.5092025223311
824,2.91592721169712
394,2.59549622182557
120,2.07918124604762
360,2.55630250076729
342,2.53402610605613
229,2.35983548233989
261,2.41664050733828
180,2.25527250510331
217,2.33645973384853
405,2.60745502321467
288,2.45939248775923
377,2.57634135020579
254,2.40483371661994
373,2.57170883180869
119,2.07554696139253
171,2.23299611039215
222,2.34635297445064
1344,3.12839926871781
275,2.43933269383026
918,2.96284268120124
241,2.38201704257487
274,2.43775056282039
126,2.10037054511756
138,2.13987908640124
301,2.47856649559384
289,2.46089784275655
437,2.64048143697042
79,1.89762709129044
1065,3.02734960777476
657,2.81756536955978
763,2.88252453795488
376,2.57518784492766
346,2.53907609879278
124,2.09342168516224
2003,3.30168094929358
98,1.99122607569249
2335,3.36828688490213
483,2.68394713075151
584,2.7664128471124
255,2.40654018043396
737,2.86746748785905
133,2.12385164096709
158,2.19865708695442
1527,3.18383903705642
363,2.55990662503611
316,2.4996870826184
340,2.53147891704225
110,2.04139268515822
1248,3.09621458534641
1040,3.01703333929878
1283,3.10822665637493
98,1.99122607569249
742,2.87040390527903
698,2.84385542262316
515,2.71180722904119
800,2.90308998699194
816,2.91169015875386
137,2.13672056715641
488,2.68841982200271
403,2.60530504614111
380,2.57978359661681
245,2.38916608436453
423,2.62634036737504
281,2.44870631990508
492,2.69196510276736
119,2.07554696139253
141,2.14921911265538
189,2.27646180417324
814,2.9106244048892
141,2.14921911265538
271,2.43296929087441
356,2.55144999797288
196,2.29225607135648
157,2.19589965240923
289,2.46089784275655
277,2.44247976906445
126,2.10037054511756
123,2.0899051114394
54,1.73239375982297
207,2.31597034545692
618,2.79098847508882
313,2.49554433754645
279,2.4456042032736
202,2.30535136944662
568,2.75434833571102
498,2.69722934275972
445,2.64836001098093
296,2.47129171105894
62,1.79239168949825
229,2.35983548233989
172,2.23552844690755
435,2.63848925695464
143,2.15533603746506
521,2.71683772329952
113,2.05307844348342
263,2.41995574848976
264,2.42160392686983
348,2.54157924394658
274,2.43775056282039
87,1.93951925261862
297,2.47275644931721
174,2.2405492482826
2277,3.35736303061514
346,2.53907609879278
395,2.59659709562646
467,2.66931688056611
662,2.8208579894397
720,2.85733249643127
3646,3.56181666431896
296,2.47129171105894
116,2.06445798922692
845,2.92685670894969
556,2.74507479158206
277,2.44247976906445
318,2.50242711998443
285,2.45484486000851
351,2.54530711646582
326,2.51321760006794
172,2.23552844690755
189,2.27646180417324
139,2.14301480025409
564,2.75127910398334
264,2.42160392686983
310,2.49136169383427
1500,3.17609125905568
213,2.32837960343874
221,2.34439227368511
238,2.37657695705651
514,2.71096311899528
383,2.58319877396862
157,2.19589965240923
423,2.62634036737504
211,2.32428245529769
285,2.45484486000851
265,2.42324587393681
202,2.30535136944662
2968,3.47246389660699
175,2.24303804868629
28,1.44715803134222
249,2.39619934709574
69,1.83884909073726
194,2.28780172993023
138,2.13987908640124
380,2.57978359661681
239,2.37839790094814
290,2.46239799789896
265,2.42324587393681
482,2.68304703823885
795,2.90036712865647
77,1.88649072517248
895,2.95182303531591
145,2.16136800223497
133,2.12385164096709
86,1.93449845124357
187,2.2718416065365
602,2.77959649125782
214,2.33041377334919
250,2.39794000867204
399,2.60097289568675
1018,3.00774777800074
246,2.39093510710338
82,1.91381385238372
2073,3.31659930209386
428,2.63144376901317
320,2.50514997831991
1377,3.13893394025692
255,2.40654018043396
251,2.39967372148104
1127,3.05192391604611
849,2.92890769024395
416,2.61909333062674
274,2.43775056282039
877,2.94299959336604
353,2.54777470538782
116,2.06445798922692
172,2.23552844690755
235,2.37106786227174
497,2.69635638873333
269,2.42975228000241
289,2.46089784275655
144,2.15836249209525
97,1.98677173426624
128,2.10720996964787
360,2.55630250076729
302,2.48000694295715
322,2.50785587169583
328,2.51587384371168
452,2.65513843481138
263,2.41995574848976
836,2.92220627743902
432,2.63548374681491
323,2.5092025223311
448,2.65127801399814
643,2.80821097292422
223,2.34830486304816
411,2.61384182187607
181,2.25767857486918
279,2.4456042032736
1264,3.10174707394637
690,2.83884909073726
83,1.91907809237607
308,2.48855071650044
162,2.20951501454263
597,2.77597433112937
181,2.25767857486918
176,2.24551266781415
227,2.35602585719312
347,2.54032947479087
54,1.73239375982297
106,2.02530586526477
41,1.61278385671974
207,2.31597034545692
126,2.10037054511756
289,2.46089784275655
256,2.40823996531185
323,2.5092025223311
656,2.81690383937566
338,2.52891670027765
122,2.08635983067475
257,2.40993312333129
471,2.6730209071289
156,2.19312459835446
569,2.75511226639507
264,2.42160392686983
203,2.30749603791321
259,2.41329976408125
235,2.37106786227174
184,2.26481782300954
73,1.86332286012046
213,2.32837960343874
72,1.85733249643127
842,2.92531209149965
322,2.50785587169583
150,2.17609125905568
256,2.40823996531185
165,2.21748394421391
138,2.13987908640124
248,2.39445168082622
127,2.10380372095596
143,2.15533603746506
267,2.42651126136458
822,2.91487181754005
74,1.86923171973098
213,2.32837960343874
233,2.36735592102602
91,1.95904139232109
857,2.9329808219232
243,2.38560627359831
644,2.80888586735981
247,2.39269695325967
281,2.44870631990508
282,2.45024910831936
126,2.10037054511756
457,2.65991620006985
109,2.03742649794062
411,2.61384182187607
195,2.29003461136252
110,2.04139268515822
290,2.46239799789896
188,2.27415784926368
368,2.56584781867352
156,2.19312459835446
9,0.954242509439325
183,2.26245108973043
1058,3.02448566769917
88,1.94448267215017
916,2.96189547366785
154,2.18752072083646
94,1.9731278535997
263,2.41995574848976
85,1.92941892571429
171,2.23299611039215
120,2.07918124604762
143,2.15533603746506
121,2.08278537031645
281,2.44870631990508
410,2.61278385671974
273,2.43616264704076
238,2.37657695705651
431,2.63447727016073
198,2.29666519026153
139,2.14301480025409
147,2.16731733474818
331,2.51982799377572
220,2.34242268082221
54,1.73239375982297
225,2.35218251811136
221,2.34439227368511
1398,3.14550717140966
146,2.16435285578444
507,2.70500795933334
216,2.33445375115093
497,2.69635638873333
99,1.99563519459755
372,2.5705429398819
103,2.01283722470517
332,2.52113808370404
527,2.72181061521255
207,2.31597034545692
92,1.96378782734556
436,2.63948648926859
242,2.38381536598043
194,2.28780172993023
611,2.78604121024255
600,2.77815125038364
95,1.97772360528885
322,2.50785587169583
2105,3.32325210017169
358,2.55388302664387
181,2.25767857486918
935,2.97081161087252
149,2.17318626841227
173,2.2380461031288
293,2.46686762035411
144,2.15836249209525
108,2.03342375548695
279,2.4456042032736
73,1.86332286012046
776,2.88986172125819
194,2.28780172993023
572,2.75739602879302
155,2.19033169817029
174,2.2405492482826
207,2.31597034545692
321,2.50650503240487
232,2.3654879848909
154,2.18752072083646
119,2.07554696139253
101,2.00432137378264
387,2.58771096501891
95,1.97772360528885
89,1.94939000664491
2047,3.31111784266251
216,2.33445375115093
532,2.72591163229505
497,2.69635638873333
84,1.92427928606188
39,1.5910646070265
110,2.04139268515822
229,2.35983548233989
222,2.34635297445064
239,2.37839790094814
207,2.31597034545692
142,2.15228834438306
559,2.74741180788642
599,2.77742682238931
131,2.11727129565576
545,2.73639650227664
495,2.69460519893357
195,2.29003461136252
269,2.42975228000241
418,2.62117628177504
178,2.25042000230889
301,2.47856649559384
191,2.28103336724773
2319,3.36530074863799
190,2.27875360095283
289,2.46089784275655
415,2.61804809671209
429,2.63245729218472
532,2.72591163229505
207,2.31597034545692
63,1.79934054945358
667,2.82412583391655
640,2.80617997398389
483,2.68394713075151
611,2.78604121024255
211,2.32428245529769
612,2.78675142214556
1448,3.16076856186113
149,2.17318626841227
549,2.73957234445009
533,2.72672720902657
211,2.32428245529769
180,2.25527250510331
481,2.68214507637383
155,2.19033169817029
110,2.04139268515822
919,2.96331551138611
945,2.97543180850926
407,2.60959440922522
322,2.50785587169583
318,2.50242711998443
623,2.79448804665917
470,2.67209785793572
375,2.57403126772772
346,2.53907609879278
309,2.48995847942483
849,2.92890769024395
498,2.69722934275972
357,2.55266821611219
322,2.50785587169583
406,2.60852603357719
243,2.38560627359831
110,2.04139268515822
252,2.40140054078154
130,2.11394335230684
779,2.89153745767256
646,2.81023251799508
394,2.59549622182557
147,2.16731733474818
199,2.29885307640971
791,2.89817648349768
242,2.38381536598043
560,2.7481880270062
292,2.46538285144842
232,2.3654879848909
209,2.32014628611105
312,2.49415459401844
130,2.11394335230684
384,2.58433122436753
110,2.04139268515822
2042,3.31005573775089
192,2.28330122870355
9,0.954242509439325
118,2.07188200730613
168,2.22530928172586
248,2.39445168082622
304,2.48287358360875
533,2.72672720902657
329,2.51719589794997
625,2.79588001734408
219,2.34044411484012
102,2.00860017176192
306,2.48572142648158
142,2.15228834438306
142,2.15228834438306
506,2.7041505168398
1740,3.2405492482826
261,2.41664050733828
181,2.25767857486918
279,2.4456042032736
210,2.32221929473392
114,2.05690485133647
148,2.17026171539496
275,2.43933269383026
156,2.19312459835446
672,2.82736927305383
259,2.41329976408125
157,2.19589965240923
140,2.14612803567824
177,2.24797326636181
548,2.73878055848437
106,2.02530586526477
194,2.28780172993023
226,2.3541084391474
33,1.51851393987789
118,2.07188200730613
65,1.81291335664286
323,2.5092025223311
302,2.48000694295715
84,1.92427928606188
392,2.59328606702046
150,2.17609125905568
347,2.54032947479087
286,2.45636603312904
260,2.41497334797082
190,2.27875360095283
227,2.35602585719312
22,1.34242268082221
514,2.71096311899528
632,2.80071707828239
47,1.67209785793572
420,2.6232492903979
94,1.9731278535997
205,2.31175386105575
398,2.59988307207369
208,2.31806333496276
390,2.5910646070265
274,2.43775056282039
137,2.13672056715641
73,1.86332286012046
78,1.89209460269048
90,1.95424250943932
127,2.10380372095596
149,2.17318626841227
374,2.57287160220048
70,1.84509804001426
245,2.38916608436453
258,2.41161970596323
341,2.5327543789925
150,2.17609125905568
93,1.96848294855394
91,1.95904139232109
211,2.32428245529769
179,2.25285303097989
294,2.46834733041216
148,2.17026171539496
113,2.05307844348342
209,2.32014628611105
867,2.93801909747621
477,2.67851837904011
226,2.3541084391474
627,2.79726754083072
397,2.59879050676312
850,2.92941892571429
32,1.50514997831991
560,2.7481880270062
185,2.26717172840301
497,2.69635638873333
537,2.72997428569956
316,2.4996870826184
254,2.40483371661994
84,1.92427928606188
560,2.7481880270062
323,2.5092025223311
307,2.48713837547719
345,2.53781909507327
55,1.74036268949424
164,2.2148438480477
419,2.6222140229663
210,2.32221929473392
376,2.57518784492766
236,2.37291200297011
71,1.85125834871908
97,1.98677173426624
169,2.22788670461367
343,2.53529412004277
651,2.81358098856819
286,2.45636603312904
176,2.24551266781415
107,2.02938377768521
243,2.38560627359831
29,1.46239799789896
16,1.20411998265592
85,1.92941892571429
461,2.66370092538965
347,2.54032947479087
370,2.56820172406699
212,2.32633586092875
152,2.18184358794477
89,1.94939000664491
94,1.9731278535997
310,2.49136169383427
137,2.13672056715641
228,2.35793484700045
620,2.79239168949825
633,2.80140371001736
609,2.78461729263288
548,2.73878055848437
252,2.40140054078154
582,2.76492298464989
209,2.32014628611105
350,2.54406804435028
271,2.43296929087441
379,2.57863920996807
1004,3.001733712809
317,2.50105926221775
541,2.73319726510657
116,2.06445798922692
73,1.86332286012046
61,1.78532983501077
118,2.07188200730613
1053,3.02242837118549
91,1.95904139232109
348,2.54157924394658
184,2.26481782300954
116,2.06445798922692
69,1.83884909073726
47,1.67209785793572
269,2.42975228000241
355,2.55022835305509
285,2.45484486000851
70,1.84509804001426
569,2.75511226639507
524,2.71933128698373
414,2.6170003411209
305,2.48429983934679
214,2.33041377334919
80,1.90308998699194
81,1.90848501887865
55,1.74036268949424
531,2.72509452108147
409,2.61172330800734
588,2.76937732607614
148,2.17026171539496
183,2.26245108973043
161,2.20682587603185
349,2.54282542695918
273,2.43616264704076
182,2.26007138798507
229,2.35983548233989
154,2.18752072083646
186,2.26951294421792
115,2.06069784035361
47,1.67209785793572
41,1.61278385671974
142,2.15228834438306
66,1.81954393554187
695,2.84198480459011
270,2.43136376415899
135,2.13033376849501
259,2.41329976408125
217,2.33645973384853
62,1.79239168949825
147,2.16731733474818
189,2.27646180417324
502,2.70070371714502
91,1.95904139232109
297,2.47275644931721
194,2.28780172993023
303,2.4814426285023
403,2.60530504614111
142,2.15228834438306
75,1.8750612633917
181,2.25767857486918
345,2.53781909507327
602,2.77959649125782
358,2.55388302664387
268,2.42813479402879
41,1.61278385671974
380,2.57978359661681
192,2.28330122870355
112,2.04921802267018
175,2.24303804868629
71,1.85125834871908
460,2.66275783168157
396,2.59769518592551
317,2.50105926221775
283,2.45178643552429
265,2.42324587393681
290,2.46239799789896
437,2.64048143697042
841,2.92479599579791
169,2.22788670461367
835,2.9216864754836
102,2.00860017176192
18,1.25527250510331
71,1.85125834871908
564,2.75127910398334
5,0.698970004336019
658,2.81822589361396
132,2.12057393120585
2073,3.31659930209386
153,2.1846914308176
125,2.09691001300806
235,2.37106786227174
751,2.87563993700417
273,2.43616264704076
336,2.52633927738984
327,2.51454775266029
918,2.96284268120124
1360,3.13353890837022
188,2.27415784926368
236,2.37291200297011
288,2.45939248775923
420,2.6232492903979
166,2.22010808804005
279,2.4456042032736
696,2.84260923961056
203,2.30749603791321
410,2.61278385671974
734,2.86569605991607
263,2.41995574848976
144,2.15836249209525
654,2.81557774832427
277,2.44247976906445
200,2.30102999566398
696,2.84260923961056
285,2.45484486000851
263,2.41995574848976
304,2.48287358360875
58,1.76342799356294
382,2.58206336291171
433,2.63648789635337
1732,3.23854788768133
422,2.62531245096167
215,2.33243845991561
426,2.62940959910272
442,2.64542226934909
82,1.91381385238372
344,2.53655844257153
185,2.26717172840301
189,2.27646180417324
290,2.46239799789896
355,2.55022835305509
411,2.61384182187607
197,2.29446622616159
211,2.32428245529769
139,2.14301480025409
209,2.32014628611105
544,2.73559889969818
203,2.30749603791321
332,2.52113808370404
1100,3.04139268515822
187,2.2718416065365
44,1.64345267648619
1043,3.01828430842653
271,2.43296929087441
619,2.79169064902012
34,1.53147891704226
531,2.72509452108147
548,2.73878055848437
371,2.56937390961505
110,2.04139268515822
101,2.00432137378264
190,2.27875360095283
141,2.14921911265538
376,2.57518784492766
227,2.35602585719312
56,1.7481880270062
998,2.99913054128737
39,1.5910646070265
180,2.25527250510331
291,2.46389298898591
334,2.52374646681156
103,2.01283722470517
518,2.71432975974523
587,2.76863810124761
209,2.32014628611105
158,2.19865708695442
130,2.11394335230684
227,2.35602585719312
117,2.06818586174616
660,2.81954393554187
208,2.31806333496276
43,1.63346845557959
101,2.00432137378264
416,2.61909333062674
146,2.16435285578444
341,2.5327543789925
156,2.19312459835446
284,2.45331834004704
167,2.22271647114758
754,2.87737134586977
188,2.27415784926368
105,2.02118929906994
164,2.2148438480477
291,2.46389298898591
252,2.40140054078154
274,2.43775056282039
178,2.25042000230889
223,2.34830486304816
61,1.78532983501077
203,2.30749603791321
67,1.82607480270083
166,2.22010808804005
106,2.02530586526477
207,2.31597034545692
60,1.77815125038364
450,2.65321251377534
619,2.79169064902012
60,1.77815125038364
284,2.45331834004704
322,2.50785587169583
126,2.10037054511756
245,2.38916608436453
128,2.10720996964787
66,1.81954393554187
1314,3.11859536522376
111,2.04532297878666
146,2.16435285578444
66,1.81954393554187
111,2.04532297878666
388,2.58883172559421
157,2.19589965240923
147,2.16731733474818
25,1.39794000867204
70,1.84509804001426
162,2.20951501454263
310,2.49136169383427
207,2.31597034545692
82,1.91381385238372
98,1.99122607569249
801,2.90363251608424
93,1.96848294855394
26,1.41497334797082
110,2.04139268515822
187,2.2718416065365
491,2.69108149212297
223,2.34830486304816
90,1.95424250943932
211,2.32428245529769
61,1.78532983501077
32,1.50514997831991
514,2.71096311899528
40,1.60205999132796
39,1.5910646070265
545,2.73639650227664
410,2.61278385671974
234,2.36921585741014
184,2.26481782300954
988,2.99475694458763
165,2.21748394421391
1594,3.20248831706009
50,1.69897000433602
224,2.35024801833416
115,2.06069784035361
105,2.02118929906994
392,2.59328606702046
169,2.22788670461367
73,1.86332286012046
107,2.02938377768521
249,2.39619934709574
111,2.04532297878666
260,2.41497334797082
86,1.93449845124357
18,1.25527250510331
265,2.42324587393681
234,2.36921585741014
216,2.33445375115093
123,2.0899051114394
180,2.25527250510331
85,1.92941892571429
638,2.80482067872116
75,1.8750612633917
191,2.28103336724773
275,2.43933269383026
89,1.94939000664491
911,2.959518376973
343,2.53529412004277
81,1.90848501887865
67,1.82607480270083
102,2.00860017176192
405,2.60745502321467
28,1.44715803134222
45,1.65321251377534
266,2.42488163663107
362,2.55870857053317
420,2.6232492903979
89,1.94939000664491
545,2.73639650227664
110,2.04139268515822
475,2.67669360962487
1437,3.15745676813423
176,2.24551266781415
83,1.91907809237607
86,1.93449845124357
1535,3.18610837981321
394,2.59549622182557
144,2.15836249209525
301,2.47856649559384
21,1.32221929473392
218,2.3384564936046
214,2.33041377334919
