,GP,sent_to_AS,career-years,avg-all-star
leach01,1.0,1.0,8.30958904109589,0.120342894823607
leagubr01,1.0,1.0,10.021917808219179,0.09978130125751776
leebi02,2.0,2.0,13.175342465753424,0.15179871075067583
leebi03,0.0,1.0,12.873972602739727,0.07767610129814853
leebo01,0.0,1.0,4.364383561643836,0.22912743251726303
leeca01,3.0,3.0,13.419178082191781,0.2235606369946917
leecl02,4.0,4.0,11.882191780821918,0.3366382291906848
leede02,2.0,2.0,14.427397260273972,0.13862514242309154
leeth01,1.0,2.0,14.756164383561643,0.13553657630894914
lefebji01,1.0,1.0,7.443835616438356,0.13433934486566065
lefloro01,1.0,1.0,8.095890410958905,0.12351945854483924
leibeha01,1.0,3.0,9.449315068493151,0.3174833285010148
leiteal01,2.0,2.0,18.06027397260274,0.11074029126213591
lemahdj01,1.0,1.0,5.342465753424658,0.18717948717948718
lemanda01,0.0,1.0,7.457534246575342,0.13409257898603968
lemasde01,0.0,1.0,9.942465753424658,0.10057867181041609
lemonbo01,4.0,7.0,16.81917808219178,0.41619156214367165
lemonch01,3.0,3.0,15.076712328767123,0.19898237325095403
lemonji01,1.0,2.0,13.117808219178082,0.15246449456975772
leonadu02,1.0,5.0,20.08219178082192,0.24897680763983626
leonaje01,2.0,2.0,13.093150684931507,0.15275162167817535
leppedo02,0.0,1.0,3.249315068493151,0.3077571669477234
lestejo01,3.0,4.0,10.317808219178081,0.3876792352628784
lewisbu01,2.0,2.0,14.04931506849315,0.14235569422776911
lidgebr01,2.0,2.0,10.147945205479452,0.1970842332613391
liebejo01,1.0,1.0,14.32054794520548,0.06982973024679548
liebemi01,2.0,2.0,13.238356164383562,0.15107615894039733
lillyte01,1.0,2.0,14.068493150684931,0.14216163583252192
limajo01,1.0,1.0,12.221917808219178,0.08182021968168572
linceti01,1.0,4.0,9.257534246575343,0.43208049718851727
lindejo01,0.0,1.0,13.065753424657535,0.07653596141748793
lindofr01,1.0,1.0,1.3041095890410959,0.7668067226890757
liriafr01,0.0,1.0,11.07123287671233,0.09032417718386537
litwhda01,1.0,1.0,11.424657534246576,0.08752997601918465
loaizes01,2.0,2.0,13.128767123287671,0.1523372287145242
lockeje01,0.0,1.0,5.043835616438356,0.198261814231396
lockmwh01,1.0,1.0,14.98082191780822,0.06675201170446232
loducpa01,4.0,4.0,10.276712328767124,0.3892295387896561
loesbi01,1.0,1.0,11.334246575342465,0.08822818467488519
loftoke01,5.0,6.0,16.052054794520547,0.37378392217101897
loganjo01,2.0,4.0,12.454794520547946,0.321161460624725
lolicmi01,2.0,3.0,16.378082191780823,0.18317162930746067
lollash01,5.0,9.0,17.394520547945206,0.5174043156402583
lombaer01,5.0,8.0,16.435616438356163,0.4867477912985498
lonboji01,0.0,1.0,14.139726027397261,0.07072272815345863
longda02,1.0,1.0,12.24931506849315,0.08163721762469246
longoev01,2.0,3.0,8.479452054794521,0.35379644588045234
lopated01,1.0,1.0,11.405479452054795,0.08767715589718952
lopatst01,1.0,2.0,11.736986301369862,0.1704014939309057
lopesda01,4.0,4.0,15.04109589041096,0.2659380692167577
lopezal01,2.0,2.0,18.980821917808218,0.10536951501154736
lopezau01,0.0,1.0,12.8,0.078125
lopezfe01,1.0,1.0,10.052054794520547,0.09948214772417553
lopezja01,3.0,3.0,13.964383561643835,0.21483225426721603
lopezjo01,1.0,1.0,8.180821917808219,0.12223710649698594
loretma01,2.0,2.0,14.093150684931507,0.14191290824261277
lowede01,2.0,2.0,16.073972602739726,0.12442474859382989
lowelmi01,4.0,4.0,12.06027397260274,0.33166742389822806
lowrepe01,1.0,1.0,13.386301369863014,0.07470323372902168
lucrojo01,2.0,2.0,6.372602739726028,0.31384350816852963
ludwiry01,1.0,1.0,12.32054794520548,0.08116522125861686
lumpeje01,0.0,1.0,11.463013698630137,0.08723709369024857
luzingr01,4.0,4.0,14.052054794520547,0.28465587833885747
lylesp01,2.0,3.0,15.243835616438357,0.19680086268871314
lynnfr01,9.0,9.0,16.087671232876712,0.5594346049046321
lynnla01,0.0,1.0,4.342465753424658,0.2302839116719243
lyonste01,0.0,1.0,22.895890410958906,0.04367596027282517
macdomi01,0.0,1.0,10.610958904109589,0.09424218951717016
machama01,3.0,3.0,4.1506849315068495,0.7227722772277227
mackra01,1.0,1.0,9.057534246575342,0.1104053236539625
maddugr01,4.0,8.0,22.08219178082192,0.36228287841191065
madlobi01,3.0,3.0,14.082191780821917,0.21303501945525294
maglisa01,1.0,2.0,13.068493150684931,0.1530398322851153
mahafar01,2.0,3.0,5.967123287671233,0.5027548209366391
malonji01,1.0,1.0,11.158904109589042,0.08961453474097716
malzofr01,7.0,8.0,11.046575342465754,0.7242063492063492
mancugu01,2.0,2.0,17.378082191780823,0.11508749802932365
mantife01,1.0,1.0,10.287671232876713,0.09720372836218374
mantlmi01,16.0,20.0,17.46301369863014,1.1452776906181361
manushe01,1.0,1.0,16.0986301369863,0.06211708645336964
maricju01,8.0,10.0,14.75068493150685,0.6779346210995542
marioma01,5.0,8.0,13.23013698630137,0.6046800579830193
marisro01,7.0,7.0,11.463013698630137,0.61065965583174
marmoca01,1.0,1.0,7.936986301369863,0.1259924059371764
marquja01,0.0,1.0,14.975342465753425,0.06677643615075009
marreco01,0.0,1.0,4.383561643835616,0.22812500000000002
marshmi01,1.0,2.0,14.35068493150685,0.13936617029400533
marshmi02,0.0,1.0,9.912328767123288,0.10088446655610835
marshwi01,3.0,3.0,13.178082191780822,0.22765072765072764
martest01,1.0,1.0,4.175342465753425,0.239501312335958
martibi02,1.0,1.0,11.463013698630137,0.08723709369024857
martica04,,1.0,3.4136986301369863,0.2929373996789727
martide01,4.0,4.0,22.04931506849315,0.18141153081510936
martied01,7.0,7.0,17.07123287671233,0.4100465414861178
martihe01,0.0,1.0,8.424657534246576,0.11869918699186992
martijd02,1.0,1.0,5.1808219178082195,0.19301956636700157
martipe01,3.0,4.0,16.471232876712328,0.2428476380572189
martipe02,3.0,8.0,17.027397260273972,0.46983105390185037
martira02,1.0,1.0,12.723287671232876,0.07859603789836349
martiru01,3.0,4.0,10.419178082191781,0.3839074414935577
martist01,0.0,1.0,7.4,0.13513513513513511
martiti01,0.0,1.0,13.7013698630137,0.07298540291941612
martiti02,2.0,2.0,15.128767123287671,0.13219847881202462
martivi01,3.0,5.0,14.07123287671233,0.35533489096573206
masiph01,3.0,4.0,13.32876712328767,0.3001027749229188
masteju01,0.0,1.0,7.295890410958904,0.13706346226060834
mastewa02,2.0,2.0,17.394520547945206,0.11497873680894628
matheed01,10.0,12.0,16.46301369863014,0.72890664003994
matlajo01,2.0,3.0,12.189041095890412,0.2461227242076871
matsuhi01,2.0,2.0,9.317808219178081,0.21464275213172598
matthga01,1.0,1.0,15.07945205479452,0.06631540697674418
matthga02,1.0,1.0,11.002739726027396,0.09088645418326693
mattido01,6.0,6.0,13.07123287671233,0.45902326556277506
mauerjo01,6.0,6.0,12.482191780821918,0.480684811237928
maxwech01,1.0,2.0,13.608219178082193,0.1469700020132877
maybejo01,2.0,2.0,14.057534246575342,0.1422724615084779
mayca01,1.0,2.0,9.076712328767123,0.22034409900392396
mayda01,1.0,1.0,11.186301369863013,0.08939505265735978
mayle01,3.0,3.0,17.073972602739726,0.17570603337612323
mayoed01,0.0,1.0,12.375342465753425,0.08080584458711534
maypi01,1.0,1.0,4.454794520547945,0.22447724477244774
maysjo01,1.0,1.0,7.295890410958904,0.13706346226060834
mayswi01,24.0,24.0,22.30958904109589,1.0757706005157803
mazerbi01,7.0,10.0,16.254794520547946,0.6152031012978256
mazzile01,1.0,1.0,13.068493150684931,0.07651991614255765
mcauldi01,3.0,3.0,14.964383561643835,0.20047601611131455
mcbriba01,0.0,1.0,10.189041095890412,0.09814466254369454
mcbrike01,1.0,3.0,6.035616438356165,0.49704947798456645
mccanbr01,6.0,7.0,11.32054794520548,0.6183446272991288
mccarti01,2.0,2.0,21.084931506849315,0.09485446985446985
mccoobi01,0.0,1.0,6.208219178082191,0.16107678729037953
mccorfr01,6.0,9.0,14.07123287671233,0.6396028037383177
mccormi03,2.0,4.0,14.723287671232876,0.27167845180498695
mccovwi01,6.0,6.0,20.95068493150685,0.28638681836014124
mcculcl01,0.0,2.0,16.243835616438357,0.1231236296171361
mccutan01,5.0,5.0,7.3342465753424655,0.6817332835263354
mcdanli01,1.0,2.0,20.08219178082192,0.09959072305593451
mcdougi01,4.0,6.0,9.46027397260274,0.6342311033883579
mcdowja01,3.0,3.0,11.904109589041095,0.2520138089758343
mcdowsa01,4.0,6.0,13.780821917808218,0.43538767395626243
mcgeewi01,4.0,4.0,17.410958904109588,0.22974036191974825
mcgloji01,1.0,1.0,8.027397260273972,0.12457337883959045
mcgloly01,1.0,1.0,10.241095890410959,0.09764579989299091
mcgratu01,1.0,2.0,19.45205479452055,0.10281690140845069
mcgresc01,0.0,1.0,11.610958904109589,0.08612553091080698
mcgrifr01,5.0,5.0,18.175342465753424,0.27509798010250225
mcgwima01,9.0,12.0,15.136986301369863,0.7927601809954752
mclaide01,3.0,3.0,8.983561643835616,0.33394327538883806
mclisca01,1.0,1.0,20.183561643835617,0.0495452694448215
mclouna01,1.0,1.0,9.095890410958905,0.10993975903614457
mcmahdo02,0.0,1.0,17.008219178082193,0.058795103092783504
mcmilro01,2.0,2.0,15.306849315068494,0.1306604617862896
mcnalda01,2.0,3.0,12.706849315068494,0.23609314359637773
mcquige02,3.0,7.0,12.476712328767123,0.5610452349582784
mcraeha01,3.0,3.0,19.027397260273972,0.15766738660907129
mechegi01,0.0,1.0,11.252054794520548,0.088872656440224
medwijo01,10.0,10.0,15.904109589041095,0.6287683031869079
meekev01,0.0,1.0,6.484931506849315,0.15420363329108577
melanma01,2.0,3.0,7.441095890410959,0.40316642120765833
meltobi01,0.0,1.0,9.32876712328767,0.10719530102790015
meltocl01,0.0,1.0,7.435616438356164,0.13448784082535004
menkede01,2.0,2.0,12.246575342465754,0.16331096196868009
merriji01,1.0,1.0,9.810958904109588,0.10192683607930746
mesajo01,1.0,2.0,20.065753424657533,0.09967231021299837
mesorde01,1.0,1.0,4.652054794520548,0.2149587750294464
messean01,1.0,4.0,10.915068493150685,0.36646586345381527
michaca01,2.0,2.0,11.03013698630137,0.18132141082960754
mileywa01,1.0,1.0,5.120547945205479,0.19529159978598182
millafe01,2.0,3.0,11.202739726027398,0.2677916360968452
millean01,1.0,1.0,10.098630136986301,0.09902333152468801
milleda02,1.0,1.0,10.145205479452056,0.09856872805833107
milleed03,4.0,7.0,14.04931506849315,0.49824492979719187
millesh01,,1.0,4.065753424657534,0.2459568733153639
millest01,2.0,2.0,15.706849315068494,0.1273329844758416
millwke01,1.0,1.0,15.175342465753424,0.06589637118613469
milnaal01,0.0,1.0,10.117808219178082,0.09883563498510696
miltoer01,0.0,1.0,11.235616438356164,0.08900268227261644
minchdo01,2.0,2.0,12.471232876712328,0.16036906854130054
minosmi01,8.0,9.0,31.484931506849314,0.28585102680125307
mintogr01,1.0,1.0,15.07123287671233,0.0663515724413743
mitchda01,2.0,2.0,10.038356164383561,0.19923580786026202
mitchke01,2.0,2.0,13.92054794520548,0.1436725054123204
mizejo01,10.0,10.0,17.457534246575342,0.5728185812931575
mizelvi01,0.0,2.0,10.263013698630138,0.194874532835024
molinya01,5.0,7.0,12.33972602739726,0.5672735346358793
molitpa01,6.0,7.0,20.487671232876714,0.34166889542658463
monbobi01,1.0,4.0,10.136986301369863,0.3945945945945946
mondari01,2.0,2.0,17.80821917808219,0.11230769230769232
mondera01,1.0,1.0,11.863013698630137,0.08429561200923787
moneydo01,2.0,4.0,15.446575342465753,0.25895707697765163
mongesi01,0.0,1.0,9.057534246575342,0.1104053236539625
montawi01,1.0,1.0,16.484931506849314,0.06066145919893635
montejo01,1.0,1.0,11.665753424657535,0.08572099577266322
montemi01,2.0,2.0,10.07945205479452,0.1984234846425659
montgje01,2.0,3.0,12.178082191780822,0.24634420697412823
moonwa01,3.0,3.0,11.424657534246576,0.26258992805755393
mooredo01,1.0,1.0,12.906849315068493,0.07747824241137763
moorege03,0.0,1.0,14.04109589041096,0.07121951219512195
moorejo02,3.0,6.0,11.01917808219178,0.5445052212829438
moorema02,1.0,1.0,5.054794520547945,0.1978319783197832
mooremi01,1.0,1.0,13.397260273972602,0.07464212678936606
moorete01,4.0,4.0,13.452054794520548,0.2973523421588595
moralje01,1.0,1.0,14.07123287671233,0.07106697819314642
morame01,2.0,2.0,12.09041095890411,0.16542034896895536
moranbi02,2.0,2.0,7.46027397260274,0.2680866691149468
moranmi01,1.0,1.0,10.09041095890411,0.0991039913114309
morgajo02,9.0,10.0,21.041095890410958,0.4752604166666667
morgami01,1.0,1.0,24.243835616438357,0.041247598598711716
morneju01,3.0,4.0,13.323287671232876,0.30022619782027554
morrija02,5.0,5.0,17.043835616438358,0.2933611959492043
morrima01,1.0,2.0,11.068493150684931,0.1806930693069307
morynwa01,0.0,1.0,7.254794520547946,0.13783987915407855
mosebll01,1.0,1.0,11.375342465753425,0.08790944123314065
mosesje01,0.0,1.0,10.257534246575343,0.09748931623931624
moseswa01,0.0,2.0,16.465753424657535,0.12146422628951746
mossbr01,1.0,1.0,9.164383561643836,0.10911808669656202
mossido01,1.0,1.0,11.465753424657533,0.08721624850657109
motama01,1.0,1.0,20.39178082191781,0.04903936584710466
moustmi01,1.0,1.0,4.953424657534247,0.20188053097345132
moyerja01,1.0,1.0,25.964383561643835,0.038514297773557034
muelldo01,2.0,2.0,10.753424657534246,0.18598726114649683
muellra01,1.0,1.0,16.34246575342466,0.06119027661357921
mujiced01,0.0,1.0,9.29041095890411,0.10763786493659687
mulcahu01,0.0,1.0,11.797260273972602,0.08476544356711566
muldema01,2.0,2.0,8.23013698630137,0.2430093209054594
mulhote01,1.0,1.0,20.0,0.05
mullipa01,1.0,2.0,13.032876712328767,0.15345806180365779
mumphje01,1.0,1.0,14.065753424657535,0.07109466303077522
muncrbo01,1.0,1.0,13.561643835616438,0.07373737373737374
mungere01,1.0,3.0,13.408219178082192,0.22374335921536576
mungova01,2.0,4.0,13.997260273972604,0.28577020943433157
munsoth01,6.0,7.0,9.986301369863014,0.700960219478738
murcebo01,5.0,5.0,17.767123287671232,0.28141865844255975
murphda05,7.0,7.0,16.695890410958903,0.41926485067279295
murphda08,2.0,2.0,8.172602739726027,0.24472008045591687
murphjo04,0.0,3.0,15.336986301369864,0.19560557341907822
murraed02,6.0,8.0,20.46849315068493,0.39084459911658415
musiast01,24.0,24.0,22.046575342465754,1.0886044488629303
mussimi01,3.0,5.0,17.164383561643834,0.2913008778930567
myerbu01,0.0,2.0,16.005479452054793,0.12495720643615202
myersra01,4.0,4.0,12.978082191780821,0.3082119484906059
myerswi01,1.0,1.0,3.293150684931507,0.3036605657237937
nagych01,2.0,3.0,12.931506849315069,0.2319915254237288
napolmi01,1.0,1.0,10.421917808219177,0.09595162986330179
narlera01,1.0,2.0,5.446575342465754,0.36720321931589534
nathajo01,6.0,6.0,17.44931506849315,0.34385303815355633
navardi01,1.0,1.0,12.07123287671233,0.08284157966409442
neaglde01,1.0,2.0,11.98904109589041,0.16681901279707495
nealch01,3.0,3.0,7.454794520547945,0.402425578831312
nelsoda01,1.0,1.0,9.468493150684932,0.10561342592592593
nelsoje01,1.0,1.0,14.136986301369863,0.07073643410852713
nenro01,2.0,3.0,9.473972602739726,0.316657027183343
neshepa01,1.0,1.0,10.235616438356164,0.09769807280513919
nettlgr01,6.0,6.0,21.084931506849315,0.28456340956340953
nevinph01,1.0,1.0,11.30958904109589,0.08842054263565892
newcodo01,4.0,4.0,11.375342465753425,0.3516377649325626
newhoha01,5.0,7.0,15.602739726027398,0.4486391571553995
newmaje01,0.0,1.0,8.194520547945206,0.12203276496155131
newsobo01,2.0,4.0,24.03287671232877,0.16643866849065206
nichobi01,4.0,5.0,17.279452054794522,0.2893610274298398
niekrjo01,0.0,1.0,21.052054794520547,0.04750130140551796
niekrph01,2.0,5.0,23.465753424657535,0.2130764740221833
nilssda01,1.0,1.0,7.380821917808219,0.1354862657757981
nokesma01,1.0,1.0,10.07123287671233,0.09929270946681175
nolanga01,0.0,1.0,10.435616438356165,0.09582567603045418
nomohi01,1.0,1.0,12.972602739726028,0.07708553326293559
norenir01,1.0,1.0,10.463013698630137,0.09557475778999738
norride01,1.0,1.0,4.282191780821917,0.23352527191298786
norrimi01,1.0,1.0,15.243835616438357,0.06560028756290438
nunezed02,1.0,1.0,6.1068493150684935,0.16375056078959174
nuxhajo01,1.0,2.0,22.326027397260273,0.08958154374769911
odayda01,,1.0,8.506849315068493,0.1175523349436393
odeake01,0.0,1.0,11.301369863013699,0.08848484848484849
odellbi01,2.0,2.0,13.238356164383562,0.15107615894039733
odombl01,2.0,2.0,11.956164383561644,0.16727772685609532
odonojo01,0.0,1.0,7.734246575342466,0.12929507616011335
odoulle01,1.0,1.0,15.432876712328767,0.06479673353452867
offerjo01,2.0,2.0,15.131506849315068,0.13217454282093066
ogandal01,1.0,1.0,6.035616438356165,0.16568315932818883
oglivbe01,3.0,3.0,15.095890410958905,0.19872958257713247
okajihi01,0.0,1.0,6.2027397260273975,0.16121908127208479
olerujo01,2.0,2.0,16.09041095890411,0.12429763323684659
olivato01,6.0,8.0,14.065753424657535,0.5687573042462017
oliveal01,7.0,7.0,17.043835616438358,0.410705674328886
olsongr01,0.0,1.0,12.810958904109588,0.07805816937553466
olsongr02,1.0,1.0,4.263013698630137,0.23457583547557842
oneilpa01,5.0,5.0,16.104109589041094,0.3104797550187139
ontivst02,1.0,1.0,15.30958904109589,0.06531853972798855
ordonma01,6.0,6.0,14.087671232876712,0.425904317386231
oroscje01,1.0,2.0,24.495890410958904,0.0816463482831898
ortajo01,0.0,2.0,15.161643835616438,0.1319118178532707
ortizda01,9.0,10.0,19.095890410958905,0.5236728837876614
ortizru01,1.0,1.0,12.04931506849315,0.08299226921327876
osteecl01,2.0,3.0,18.23835616438356,0.16448850833708878
oswalro01,2.0,3.0,12.408219178082192,0.24177522631927578
otisam01,4.0,5.0,16.926027397260274,0.2954030430560052
otoolji01,1.0,1.0,8.824657534246576,0.11331884507916795
ottme01,11.0,12.0,21.21917808219178,0.565526145900581
owenmi01,2.0,4.0,17.372602739726027,0.23024759501655892
ozunama01,1.0,1.0,3.421917808219178,0.2922337870296237
pacioto01,1.0,1.0,17.07123287671233,0.058578077355159686
padilvi01,1.0,1.0,13.271232876712329,0.07535094962840627
pafkoan01,4.0,5.0,16.024657534246575,0.31201914857240554
pagejo01,1.0,3.0,10.104109589041096,0.29690889370932755
pagnoto01,1.0,1.0,11.35068493150685,0.08810041033067825
paigesa01,1.0,2.0,17.224657534246575,0.11611261332909179
palmede01,1.0,1.0,13.693150684931506,0.07302921168467387
palmeji01,5.0,6.0,19.08219178082192,0.31442928930366115
palmera01,4.0,4.0,18.98904109589041,0.2106478141682297
panikjo01,1.0,1.0,2.367123287671233,0.4224537037037037
papeljo01,4.0,6.0,11.024657534246575,0.544234592445328
pappami01,3.0,3.0,16.117808219178084,0.18612952575216724
parkch01,1.0,1.0,16.493150684931507,0.0606312292358804
parkeda01,6.0,7.0,18.235616438356164,0.3838641826923077
parneme01,2.0,2.0,9.452054794520548,0.21159420289855074
parrila01,2.0,2.0,14.082191780821917,0.14202334630350194
parrila02,7.0,8.0,18.06027397260274,0.44296116504854366
pascuca02,3.0,7.0,17.065753424657533,0.4101781987477926
passecl01,3.0,5.0,11.975342465753425,0.4175245939144361
patekfr01,2.0,3.0,13.342465753424657,0.22484599589322382
pattima01,0.0,1.0,12.391780821917807,0.08069865133760779
pavanca01,1.0,1.0,14.035616438356165,0.07124731602576614
pavliro01,1.0,1.0,5.978082191780822,0.16727772685609532
pearsal02,1.0,1.0,8.26027397260274,0.12106135986733002
pearsmo01,0.0,2.0,9.293150684931506,0.2152122641509434
peavyja01,2.0,3.0,14.26027397260274,0.21037463976945245
pederjo01,1.0,1.0,2.0876712328767124,0.479002624671916
pedrodu01,2.0,4.0,10.12054794520548,0.39523551705468324
penaca01,0.0,1.0,12.857534246575343,0.07777541018538249
penato01,5.0,5.0,17.084931506849315,0.2926555484284798
pencehu01,2.0,3.0,9.438356164383562,0.3178519593613933
pendlte01,1.0,1.0,14.197260273972603,0.07043612504824392
pennybr01,2.0,2.0,14.479452054794521,0.13812677388836328
pepitjo01,3.0,3.0,11.131506849315068,0.2695052916564115
peraljh01,3.0,3.0,13.317808219178081,0.2252622917095248
percitr01,3.0,4.0,14.07945205479452,0.28410196536291105
perezca01,1.0,1.0,5.364383561643836,0.186414708886619
perezch01,1.0,2.0,6.353424657534247,0.31479085812850366
perezod01,1.0,1.0,10.082191780821917,0.09918478260869566
perezpa01,1.0,1.0,11.41095890410959,0.08763505402160864
perezsa02,4.0,4.0,5.1506849315068495,0.776595744680851
perezto01,7.0,7.0,22.208219178082192,0.31519861830742657
perkigl01,2.0,3.0,9.558904109589042,0.31384350816852963
perryga01,5.0,5.0,21.45205479452055,0.23307790549169857
perryge01,1.0,1.0,12.043835616438356,0.08303002729754322
perryji01,1.0,3.0,16.295890410958904,0.18409549428379288
peskyjo01,1.0,1.0,12.454794520547946,0.08029036515618125
peterfr01,1.0,1.0,10.186301369863013,0.09817105970952125
peterga01,1.0,2.0,13.046575342465754,0.15329693406131875
petrori01,2.0,2.0,12.991780821917809,0.1539434837621257
petryda01,1.0,1.0,12.252054794520548,0.08161896243291591
pettian01,2.0,3.0,18.43013698630137,0.1627768693325405
phelpba01,2.0,3.0,11.035616438356165,0.2718470705064548
phillbr01,3.0,3.0,14.04931506849315,0.21353354134165367
piazzmi01,11.0,12.0,15.087671232876712,0.7953513709823861
piercbi02,4.0,7.0,19.353424657534248,0.3616930917327293
piersji01,2.0,2.0,16.65753424657534,0.12006578947368422
pierzaj01,1.0,2.0,18.016438356164382,0.11100973236009733
pinedmi01,1.0,1.0,5.493150684931507,0.18204488778054861
pinielo01,1.0,1.0,19.794520547945204,0.050519031141868516
pinsova01,3.0,4.0,17.465753424657535,0.22901960784313724
pizarju01,1.0,2.0,17.40821917808219,0.11488825936418004
plesada01,3.0,3.0,17.476712328767125,0.17165699952970684
pocorbi01,1.0,1.0,8.994520547945205,0.11117879987816022
podrejo01,2.0,4.0,16.18904109589041,0.24708072431883568
podsesc01,1.0,1.0,11.252054794520548,0.088872656440224
polanpl01,1.0,2.0,15.24931506849315,0.13115343154868847
polleho01,1.0,3.0,15.104109589041096,0.19862144023217848
polloaj01,1.0,1.0,4.397260273972603,0.22741433021806853
pomerdr01,1.0,1.0,5.063013698630137,0.19751082251082253
portebo01,1.0,1.0,11.126027397260273,0.08987934006402365
porteda02,3.0,4.0,16.0986301369863,0.24846834581347857
posadjo01,5.0,5.0,16.076712328767123,0.3110088616223586
poseybu01,4.0,4.0,7.063013698630137,0.5663304887509698
powelbo01,3.0,4.0,15.92054794520548,0.2512476337979694
powervi01,5.0,6.0,11.482191780821918,0.5225483178239084
pradoma01,1.0,1.0,10.452054794520548,0.09567496723460027
preslji01,0.0,1.0,6.956164383561644,0.14375738479716424
priceda01,3.0,5.0,8.054794520547945,0.6207482993197279
priorma01,0.0,1.0,4.221917808219178,0.23685918234912395
puckeki01,10.0,10.0,11.397260273972602,0.8774038461538463
puhlte01,0.0,1.0,13.887671232876713,0.0720063128822253
puigya01,1.0,1.0,3.334246575342466,0.29991783073130646
pujolal01,9.0,10.0,15.495890410958904,0.6453323903818954
purkebo01,3.0,5.0,12.29041095890411,0.4068212215782434
putzjj01,1.0,1.0,10.863013698630137,0.09205548549810845
quantpa01,1.0,1.0,13.197260273972603,0.07577330288561346
quentca01,2.0,2.0,8.021917808219179,0.24931693989071035
quintjo01,1.0,1.0,4.4,0.22727272727272727
quiseda01,2.0,3.0,10.8,0.27777777777777773
radatdi01,2.0,2.0,7.353424657534247,0.2719821162444113
radclri01,1.0,1.0,9.038356164383561,0.11063958775386482
radkebr01,1.0,1.0,11.424657534246576,0.08752997601918465
raffeke01,1.0,1.0,15.115068493150686,0.06615914446257024
raineti01,7.0,7.0,23.065753424657533,0.3034802233044305
ramiral03,1.0,1.0,8.512328767123288,0.1174766655938204
ramirar01,3.0,3.0,17.367123287671234,0.17274017983909132
ramirha01,3.0,3.0,11.04109589041096,0.271712158808933
ramirma02,9.0,12.0,17.602739726027398,0.6817120622568094
ramirra01,0.0,1.0,12.172602739726027,0.08215169930227324
ramosaj01,0.0,1.0,4.073972602739726,0.24546065904505715
ramospe01,0.0,1.0,15.04931506849315,0.06644820680866557
ramoswi01,1.0,1.0,6.4082191780821915,0.15604959384352288
randowi01,5.0,6.0,17.197260273972603,0.34889278317667677
raschvi01,4.0,4.0,8.978082191780821,0.4455294476655478
rawlesh01,0.0,1.0,11.457534246575342,0.08727881396461024
rayjo01,1.0,1.0,9.082191780821917,0.110105580693816
raymocl01,0.0,1.0,12.454794520547946,0.08029036515618125
reardje01,2.0,4.0,14.7013698630137,0.2720834886321282
redmama01,0.0,1.0,8.978082191780821,0.11138236191638695
reedri01,0.0,2.0,15.142465753424657,0.1320788854713226
reedro01,1.0,1.0,18.02191780821918,0.05548799027059896
reesepe01,8.0,10.0,18.438356164383563,0.5423476968796433
reganph01,0.0,1.0,11.997260273972604,0.08335236355332266
reisepe01,2.0,3.0,11.95890410958904,0.2508591065292096
reitzke01,1.0,1.0,9.747945205479452,0.10258572231590782
remlimi01,1.0,1.0,15.03013698630137,0.06653299307327744
remyje01,0.0,1.0,9.12054794520548,0.10964253529588464
renteed01,5.0,5.0,15.394520547945206,0.32479088805837336
repulri01,1.0,1.0,8.183561643835617,0.12219618346166722
reuscri01,3.0,3.0,18.852054794520548,0.15913384682458945
reussje01,2.0,2.0,21.03013698630137,0.09510161542470037
reyesjo01,1.0,4.0,13.32054794520548,0.3002879473467709
reynoal01,2.0,6.0,12.03013698630137,0.49874743794124343
reynocr01,1.0,2.0,14.167123287671233,0.14117192032488882
reynoha01,2.0,2.0,10.936986301369863,0.18286573146292584
reynosh01,0.0,1.0,11.947945205479453,0.08369639990827792
rhodear01,0.0,1.0,20.115068493150684,0.049713974393898124
rhoderi01,1.0,2.0,15.246575342465754,0.13117699910152741
ricede01,0.0,1.0,16.34246575342466,0.06119027661357921
riceji01,7.0,8.0,14.967123287671233,0.5345048508145708
richabo01,6.0,8.0,11.167123287671233,0.7163886162904809
richajr01,1.0,1.0,8.863013698630137,0.11282843894899536
richepe01,2.0,2.0,12.4,0.16129032258064516
riddlel01,0.0,1.0,9.846575342465753,0.10155815247634947
riggsle01,1.0,1.0,11.975342465753425,0.08350491878288721
righeda01,2.0,2.0,16.016438356164382,0.12487170715018817
rignebi01,1.0,1.0,7.413698630136986,0.13488543976348855
rijojo01,0.0,1.0,18.493150684931507,0.05407407407407407
riosal01,1.0,2.0,11.361643835616439,0.1760308656860381
ripkeca01,18.0,19.0,20.16986301369863,0.9419994566693832
riverma01,9.0,13.0,18.35890410958904,0.70810326816893
rivermi01,1.0,1.0,14.167123287671233,0.07058596016244441
rizzoan01,3.0,3.0,5.32054794520548,0.5638516992790937
rizzuph01,4.0,5.0,15.35068493150685,0.3257183651615206
roberbi01,1.0,1.0,12.482191780821918,0.08011413520632134
roberbr01,2.0,2.0,13.128767123287671,0.1523372287145242
roberda08,1.0,1.0,8.254794520547945,0.12114171921672752
roberro01,5.0,7.0,18.221917808219178,0.3841527589836115
robinaa01,0.0,1.0,8.402739726027397,0.11900880339093578
robinbr01,18.0,18.0,21.92054794520548,0.8211473565804274
robined01,4.0,4.0,15.027397260273972,0.2661804922515953
robinfr02,11.0,14.0,20.435616438356163,0.6850784287437994
robinja02,6.0,6.0,9.468493150684932,0.6336805555555556
rodnefe01,3.0,3.0,14.421917808219177,0.20801671732522797
rodrial01,11.0,14.0,22.112328767123287,0.6331309627059843
